0,0.0
1,1.0
2,2.0
3,3.0
4,4.0
5,5.0
6,6.0
7,7.0
8,8.0
9,9.0
10,10.0
11,11.0
12,12.0
13,13.0
14,14.0
15,15.0
16,16.0
17,17.0
18,18.0
19,19.0
20,20.0
21,21.0
22,22.0
23,23.0
24,24.0
25,25.0
26,26.0
27,27.0
28,28.0
29,29.0
30,30.0
31,31.0
32,32.0
33,33.0
34,34.0
35,35.0
36,36.0
37,37.0
38,38.0
39,39.0
40,40.0
41,41.0
42,42.0
43,43.0
44,44.0
45,45.0
46,46.0
47,47.0
48,47.0
49,48.0
50,49.0
51,50.0
52,51.0
53,52.0
54,53.0
55,54.0
56,55.0
57,56.0
58,57.0
59,58.0
60,59.0
61,59.0
62,60.0
63,61.0
64,62.0
65,63.0
66,64.0
67,65.0
68,66.0
69,67.0
70,68.0
71,69.0
72,70.0
73,71.0
74,72.0
75,73.0
76,74.0
77,75.0
78,76.0
79,77.0
80,78.0
81,79.0
82,80.0
83,81.0
84,82.0
85,83.0
86,84.0
87,85.0
88,86.0
89,87.0
90,88.0
91,89.0
92,90.0
93,91.0
94,92.0
95,93.0
96,94.0
97,95.0
98,96.0
99,97.0
100,98.0
101,99.0
102,100.0
103,101.0
104,102.0
105,103.0
106,104.0
107,105.0
108,106.0
109,107.0
110,108.0
111,109.0
112,110.0
113,111.0
114,112.0
115,113.0
116,114.0
117,115.0
118,116.0
119,117.0
120,117.0
121,118.0
122,119.0
123,120.0
124,121.0
125,122.0
126,123.0
127,123.0
128,124.0
129,125.0
130,126.0
131,127.0
132,128.0
133,129.0
134,130.0
135,131.0
136,131.0
137,131.0
138,132.0
139,133.0
140,133.0
141,134.0
142,135.0
143,136.0
144,137.0
145,138.0
146,138.0
147,139.0
148,140.0
149,138.0
150,141.0
151,142.0
152,143.0
153,144.0
154,145.0
155,146.0
156,147.0
157,148.0
158,149.0
159,150.0
160,151.0
161,152.0
162,153.0
163,154.0
164,155.0
165,156.0
166,157.0
167,158.0
168,159.0
169,160.0
170,161.0
171,162.0
172,163.0
173,164.0
174,165.0
175,166.0
176,167.0
177,168.0
178,169.0
179,170.0
180,171.0
181,172.0
182,173.0
183,174.0
184,175.0
185,176.0
186,177.0
187,178.0
188,179.0
189,180.0
190,181.0
191,182.0
192,183.0
193,184.0
194,185.0
195,186.0
196,187.0
197,188.0
198,189.0
199,190.0
200,191.0
201,192.0
202,193.0
203,194.0
204,195.0
205,196.0
206,197.0
207,198.0
208,199.0
209,200.0
210,201.0
211,202.0
212,203.0
213,204.0
214,205.0
215,206.0
216,207.0
217,208.0
218,208.0
219,209.0
220,210.0
221,211.0
222,212.0
223,213.0
224,214.0
225,215.0
226,216.0
227,217.0
228,218.0
229,218.0
230,219.0
231,220.0
232,221.0
233,222.0
234,223.0
235,224.0
236,225.0
237,226.0
238,227.0
239,228.0
240,229.0
241,230.0
242,231.0
243,232.0
244,233.0
245,234.0
246,235.0
247,236.0
248,237.0
249,238.0
250,239.0
251,240.0
252,241.0
253,242.0
254,242.0
255,242.0
256,242.0
257,242.0
258,242.0
259,242.0
260,242.0
261,242.0
262,242.0
263,242.0
264,242.0
265,242.0
266,242.0
267,242.0
268,242.0
269,243.0
270,244.0
271,245.0
272,246.0
273,247.0
274,248.0
275,249.0
276,250.0
277,251.0
278,252.0
279,253.0
280,254.0
281,255.0
282,256.0
283,257.0
284,258.0
285,259.0
286,259.0
287,260.0
288,261.0
289,262.0
290,263.0
291,264.0
292,265.0
293,266.0
294,267.0
295,268.0
296,269.0
297,270.0
298,271.0
299,272.0
300,273.0
301,274.0
302,275.0
303,276.0
304,277.0
305,278.0
306,279.0
307,278.0
308,279.0
309,280.0
310,281.0
311,282.0
312,283.0
313,284.0
314,285.0
315,286.0
316,286.0
317,286.0
318,286.0
319,286.0
320,286.0
321,286.0
322,286.0
323,286.0
324,287.0
325,288.0
326,289.0
327,290.0
328,291.0
329,292.0
330,293.0
331,294.0
332,294.0
333,295.0
334,296.0
335,297.0
336,298.0
337,299.0
338,300.0
339,301.0
340,302.0
341,303.0
342,304.0
343,305.0
344,306.0
345,307.0
346,308.0
347,309.0
348,310.0
349,311.0
350,312.0
351,313.0
352,314.0
353,314.0
354,315.0
355,316.0
356,317.0
357,318.0
358,319.0
359,320.0
360,321.0
361,322.0
362,323.0
363,324.0
364,324.0
365,324.0
366,324.0
367,325.0
368,326.0
369,327.0
370,328.0
371,329.0
372,330.0
373,331.0
374,332.0
375,333.0
376,334.0
377,335.0
378,336.0
379,337.0
380,338.0
381,339.0
382,340.0
383,341.0
384,342.0
385,343.0
386,344.0
387,345.0
388,346.0
389,347.0
390,348.0
391,349.0
392,350.0
393,352.0
394,353.0
395,354.0
396,355.0
397,356.0
398,357.0
399,358.0
400,359.0
401,360.0
402,361.0
403,362.0
404,363.0
405,364.0
406,365.0
407,366.0
408,367.0
409,368.0
410,369.0
411,370.0
412,371.0
413,372.0
414,373.0
415,373.0
416,374.0
417,375.0
418,376.0
419,377.0
420,378.0
421,379.0
422,380.0
423,381.0
424,382.0
425,383.0
426,384.0
427,385.0
428,386.0
429,387.0
430,388.0
431,389.0
432,390.0
433,391.0
434,392.0
435,392.0
436,393.0
437,394.0
438,395.0
439,396.0
440,397.0
441,398.0
442,399.0
443,400.0
444,401.0
445,402.0
446,403.0
447,404.0
448,405.0
449,406.0
450,407.0
451,408.0
452,409.0
453,410.0
454,411.0
455,412.0
456,413.0
457,414.0
458,415.0
459,416.0
460,417.0
461,418.0
462,419.0
463,420.0
464,421.0
465,422.0
466,423.0
467,424.0
468,425.0
469,426.0
470,427.0
471,428.0
472,429.0
473,430.0
474,430.0
475,431.0
476,432.0
477,433.0
478,434.0
479,435.0
480,436.0
481,437.0
482,438.0
483,439.0
484,440.0
485,441.0
486,442.0
487,443.0
488,444.0
489,445.0
490,446.0
491,447.0
492,448.0
493,449.0
494,450.0
495,451.0
496,452.0
497,453.0
498,454.0
499,455.0
500,456.0
501,457.0
502,458.0
503,459.0
504,460.0
505,461.0
506,462.0
507,463.0
508,464.0
509,465.0
510,466.0
511,467.0
512,468.0
513,469.0
514,470.0
515,471.0
516,472.0
517,473.0
518,474.0
519,475.0
520,476.0
521,477.0
522,478.0
523,479.0
524,480.0
525,481.0
526,467.0
527,482.0
528,483.0
529,484.0
530,485.0
531,486.0
532,487.0
533,488.0
534,489.0
535,490.0
536,491.0
537,492.0
538,493.0
539,494.0
540,495.0
541,496.0
542,497.0
543,498.0
544,499.0
545,500.0
546,501.0
547,502.0
548,503.0
549,504.0
550,505.0
551,506.0
552,507.0
553,508.0
554,509.0
555,510.0
556,511.0
557,512.0
558,513.0
559,514.0
560,515.0
561,516.0
562,517.0
563,518.0
564,519.0
565,520.0
566,521.0
567,522.0
568,523.0
569,524.0
570,525.0
571,526.0
572,527.0
573,528.0
574,529.0
575,530.0
576,531.0
577,532.0
578,533.0
579,534.0
580,535.0
581,536.0
582,537.0
583,538.0
584,539.0
585,540.0
586,541.0
587,542.0
588,543.0
589,544.0
590,545.0
591,546.0
592,547.0
593,548.0
594,549.0
595,550.0
596,551.0
597,552.0
598,553.0
599,554.0
600,555.0
601,556.0
602,557.0
603,558.0
604,559.0
605,560.0
606,561.0
607,562.0
608,563.0
609,564.0
610,565.0
611,566.0
612,567.0
613,568.0
614,569.0
615,570.0
616,571.0
617,572.0
618,573.0
619,574.0
620,575.0
621,576.0
622,577.0
623,578.0
624,579.0
625,580.0
626,581.0
627,582.0
628,583.0
629,584.0
630,585.0
631,586.0
632,587.0
633,588.0
634,589.0
635,590.0
636,591.0
637,592.0
638,593.0
639,594.0
640,595.0
